27 31 100.000000

28 0 0.000000
28 1 20.936958
28 2 37.668940
28 3 50.000000
28 4 58.939116
28 5 65.495299
28 6 70.414719
28 7 74.203154
28 8 77.196355
28 9 79.618597
28 10 81.622507
28 11 83.314252
28 12 84.769511
28 13 86.043405
28 14 87.177016
28 15 88.201460
28 16 89.140780
28 17 90.013738
28 18 90.835233
28 19 91.617082
28 20 92.368842
28 21 93.098103
28 22 93.810986
28 23 94.512301
28 24 95.205814
28 25 95.894373
28 26 96.580056
28 27 97.264337
28 28 97.948118
28 29 98.631918
28 30 99.315893
28 31 100.000000

29 0 0.000000
29 1 30.234233
29 2 50.000000
29 3 62.331060
29 4 70.261190
29 5 75.619222
29 6 79.423245
29 7 82.244957
29 8 84.417449
29 9 86.143704
29 10 87.552929
29 11 88.730888
29 12 89.736458
29 13 90.611475
29 14 91.386368
29 15 92.083916
29 16 92.721368
29 17 93.312180
29 18 93.866803
29 19 94.393618
29 20 94.899214
29 21 95.388950
29 22 95.866988
29 23 96.336721
29 24 96.800721
29 25 97.260977
29 26 97.718969
29 27 98.175726
29 28 98.631918
29 29 99.087930
29 30 99.543948
29 31 100.000000

30 0 0.000000
30 1 50.000000
30 2 69.765767
30 3 79.063042
30 4 84.155357
30 5 87.297174
30 6 89.414100
30 7 90.935970
30 8 92.084803
30 9 92.985799
30 10 93.714654
30 11 94.319895
30 12 94.834006
30 13 95.279660
30 14 95.673117
30 15 96.026439
30 16 96.348644
30 17 96.646782
30 18 96.926234
30 19 97.191346
30 20 97.445509
30 21 97.691452
30 22 97.931325
30 23 98.166862
30 24 98.399359
30 25 98.629874
30 26 98.859138
30 27 99.087688
30 28 99.315893
30 29 99.543948
30 30 99.771980
30 31 100.000000

31 0 0.000000
31 1 100.000000
31 2 100.000000
31 3 100.000000
31 4 100.000000
31 5 100.000000
31 6 100.000000
31 7 100.000000
31 8 100.000000
31 9 100.000000
31 10 100.000000
31 11 100.000000
31 12 100.000000
31 13 100.000000
31 14 100.000000
31 15 100.000000
31 16 100.000000
31 17 100.000000
31 18 100.000000
31 19 100.000000
31 20 100.000000
31 21 100.000000
31 22 100.000000
31 23 100.000000
31 24 100.000000
31 25 100.000000
31 26 100.000000
31 27 100.000000
31 28 100.000000
31 29 100.000000
31 30 100.000000
31 31 100.000000

